date,strategy,asset,weight
2026-04-19,EW,A1,0.3333333333333333
2026-04-19,EW,A2,0.3333333333333333
2026-04-19,EW,A3,0.3333333333333333
2026-04-19,GMV,A1,0.5901641470196791
2026-04-19,GMV,A2,0.2622948401977962
2026-04-19,GMV,A3,0.14754101278252468
2026-04-19,CtR-only,A1,0.46146152269569435
2026-04-19,CtR-only,A2,0.307728197259515
2026-04-19,CtR-only,A3,0.23081028004479076
2026-04-19,MDP,A1,0.46147925744240575
2026-04-19,MDP,A2,0.3077199173266613
2026-04-19,MDP,A3,0.2308008252309329
2026-04-19,CtB-only,A1,0.46143588514463696
2026-04-19,CtB-only,A2,0.30774015472708144
2026-04-19,CtB-only,A3,0.23082396012828157
2026-04-19,Main,A1,0.46146155655381305
2026-04-19,Main,A2,0.30772817248094736
2026-04-19,Main,A3,0.23081027096523965
