date,strategy,asset,weight
2026-04-19,EW,A1,0.2
2026-04-19,EW,A2,0.2
2026-04-19,EW,A3,0.2
2026-04-19,EW,B1,0.2
2026-04-19,EW,B2,0.2
2026-04-19,GMV,A1,0.14093959731543632
2026-04-19,GMV,A2,0.14093959731543618
2026-04-19,GMV,A3,0.14093959731543623
2026-04-19,GMV,B1,0.2885906040268455
2026-04-19,GMV,B2,0.2885906040268457
2026-04-19,CtR-only,A1,0.17648883125195258
2026-04-19,CtR-only,A2,0.17648883125194434
2026-04-19,CtR-only,A3,0.176488831251971
2026-04-19,CtR-only,B1,0.23526675312194176
2026-04-19,CtR-only,B2,0.23526675312219028
2026-04-19,MDP,A1,0.1586171688826399
2026-04-19,MDP,A2,0.1586171688648731
2026-04-19,MDP,A3,0.158617168980335
2026-04-19,MDP,B1,0.2620742465448426
2026-04-19,MDP,B2,0.26207424672730945
2026-04-19,CtB-only,A1,0.15861359424681196
2026-04-19,CtB-only,A2,0.15861359424691868
2026-04-19,CtB-only,A3,0.15861359424638796
2026-04-19,CtB-only,B1,0.2620796086292685
2026-04-19,CtB-only,B2,0.2620796086306129
2026-04-19,Main,A1,0.1764888312519208
2026-04-19,Main,A2,0.17648883125192194
2026-04-19,Main,A3,0.176488831251941
2026-04-19,Main,B1,0.23526675312223574
2026-04-19,Main,B2,0.23526675312198048
